1099909,1100009,1100009
1099909,1100009,1100009
1099909,1100009,1100009
1099909,1100009,1100009
1099909,1100009,1100009
1099909,1100009,1100009
1099909,1100009,1100009
1099909,1100009,1100009
-1099909,-1099809,-1099809
-1099909,-1099809,-1099809
-1099909,-1099809,-1099809
-1099909,-1099809,-1099809
-1099909,-1099809,-1099809
-1099909,-1099809,-1099809
-1099909,-1099809,-1099809
-1099909,-1099809,-1099809
1099,1199,1199
0,100,100
0,100,100
0,100,100
0,100,100
9099,9199,9199
5099,5199,5199
3099,3199,3199
99,199,199
1,101,101
1,101,101
1,101,101
1,101,101
1899,1999,1999
1499,1599,1599
1299,1399,1399
1199,1299,1299
10,110,110
10,110,110
10,110,110
10,110,110
1019,1119,1119
10,110,110
10,110,110
1089,1189,1189
109,209,209
109,209,209
109,209,209
109,209,209
1091,1191,1191
109,209,209
109,209,209
1098,1198,1198
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
7099,7199,7199
2099,2199,2199
0,100,100
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1699,1799,1799
1399,1499,1499
11,111,111
10,110,110
10,110,110
10,110,110
10,110,110
1059,1159,1159
10,110,110
10,110,110
108,208,208
109,209,209
109,209,209
109,209,209
109,209,209
1095,1195,1195
109,209,209
109,209,209
0,100,100
0,100,100
99,199,199
0,100,100
0,100,100
6,106,106
2,102,102
0,100,100
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
17,117,117
13,113,113
11,111,111
10,110,110
10,110,110
10,110,110
10,110,110
1069,1169,1169
10,110,110
10,110,110
108,208,208
109,209,209
109,209,209
109,209,209
109,209,209
1096,1196,1196
0,100,100
1,101,101
10,110,110
109,209,209
0,100,100
1,101,101
10,110,110
0,100,100
4099,4199,4199
0,100,100
-99,1,1
6099,6199,6199
0,100,100
99,199,199
8099,8199,8199
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
99,199,199
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
1,101,101
1,101,101
1,101,101
1599,1699,1699
1,101,101
1,101,101
1799,1899,1899
1,101,101
1999,2099,2099
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1079,1179,1179
10,110,110
10,110,110
1049,1149,1149
1039,1139,1139
10,110,110
1029,1129,1129
10,110,110
1009,1109,1109
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
1097,1197,1197
109,209,209
109,209,209
1094,1194,1194
1093,1193,1193
109,209,209
1092,1192,1192
109,209,209
1090,1190,1190
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
109,209,209
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
1,101,101
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
10,110,110
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
1,101,101
0,100,100
0,100,100
0,100,100
0,100,100
11,111,111
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
1,101,101
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
1,101,101
9,109,109
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
9,109,109
4,104,104
0,100,100
0,100,100
0,100,100
0,100,100
9,109,109
0,100,100
0,100,100
1,101,101
0,100,100
0,100,100
0,100,100
0,100,100
111,211,211
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
9,109,109
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
9,109,109
0,100,100
0,100,100
3,103,103
0,100,100
1,101,101
0,100,100
0,100,100
0,100,100
10,110,110
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
9,109,109
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
10,110,110
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
1,101,101
0,100,100
0,100,100
0,100,100
